titleJobs,comanyName,companyLocation,employeeRank,workType,skill,link,workModality,industry ,date
"AI Super Engineer, Trilogy (Remote) - $200,000/year USD",Crossover ,"Buenos Aires, Provincia de Buenos Aires, Argentina ",De 1.001 a 5.000 empleados ,Jornada completa · Intermedio,Dato no encontrado,https://www.linkedin.com/jobs/view/3723019032/?eBP=CwEAAAGKs91FqQ5vMttvlpb9C0qG8kXRu87rvlm4sgMgDxrJbBCzA91ZajeBAwRM4jlvSSzUPZ6Xnz5Y0tM9VAxs6hF2naH4KvmPe67NS2yLeZMK1EnaBjWuqXhSAbYY6sJdlZ-PWWe3InhYk5AcCeOTnr9Swg3JzZwX0xDNduC6PtWom_xD5jjTj1eD505XbzzYgp2LJV--xMCgoJDtMdSlii6oa6WvaTENMyt2sdAMW0De37YiDTpCSFpOrFLr9uIVm0T42Qv4z3c0Tco-vNvomXlbjIEQsRRIak9wVCtKswzzxW0PIquw1Q2GU9dF1UL7Oa1Qs4yWCNPprIaQ_8rSHMaaJRQMCGeChzzoB9m1ngotWFaYWC94GTd99XBySvlcJ5HrAJPX0jtd&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=lPDMrNmXFZVFUH4OkMBZrQ%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-19 00:00:00
Cloud Sr. SW Backend Developer,Salesforce,Argentina ,Más de 10.001 empleados ,Jornada completa,Dato no encontrado,https://www.linkedin.com/jobs/view/3724659920/?eBP=CwEAAAGKs91FqcLzemXu-lKwbAnLxV9y4ipcXVBvr4yxkz8ET3NXV3MwR7KiWaQSj82fXNlU8c85UL72qyKQUkobx4UrKIpeQuEq2M3-uFGGRjw8_MXimdjUyEBDLROUu8-ABfg9rIbbynxVaTXSCHmSAjKEVAaBzpkIEcwVY9ZXv2pFnMrrgJEQsxGDz5V05FGQDW86AARWUJSv9zu_DTkm_91U0hGmgRN2K_X4l1Hd9gUqVRmWI9AzfnvHbgwo34S__CB_YmRkjpLyw6XAnfpCYeiXX_N36WbcSIEFD7bCRAiokEaY3gLTRjqE3wtao5QctqRe4NzW7tS1dW4JT3twCEYJ0l-Ep8aJqhItB9YSAUlgWKdFrigcsyA-YBqgu_9aoHe3FUQkfbeB&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=X6%2FYm1GT4QbwJd99hqSdqA%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Desarrollo de software,2023-09-19 00:00:00
Senior / Lead DevOps Engineer,EPAM Systems,Argentina ,Más de 10.001 empleados ,Jornada completa · Algo de responsabilidad,"['Container Orchestration', 'Software de código abierto', 'Amazon EKS', 'Amazon Web Services (AWS)', 'DevOps', 'Gestión de proyectos de programas de software', 'Infraestructura en la nube', 'Lado del servidor', 'Logics', 'Orquestración']",https://www.linkedin.com/jobs/view/3703622252/?eBP=CwEAAAGKs91FqdtDPZBTehRRqnzcOR77NqHg9RCTU2VOX9t86lFirLcan5ugjxiU3Th1x-q-e_ViEk-5SqLkgSf0iYiaeS18Ob6YMZap2L3oxVGPmC0R9ihgI2wsuIE6PhYvJyr2ekDXqlW5vJRYiw2HXz8KZtyX90uJq36lcJXRKZkfeVHD5iB6e7sFn22HsteKnhZVwv38gywYJoJVdTGsTKP54Of2YHKL5VH_IKOk5hUu9silTV8hAHG9Y4R548bpVB8KEDtQoiRi8ui2jBiWvrEIDmFL1DgYb5kIrVksraljL2aiUqFra1Ie8cxj-udScIlNWWmKYLHmepQP4Sf7hTw7LM8icmRZdgdUY9XxQSraTFjifJo1EcMaQ_tiX9ozYxIGKah54A4q&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=%2F%2Fe%2FiUo9k2kpbpoi5at1tw%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-20 00:00:00
SAP ABAP,IBM,"Rosario, Santa Fe, Argentina ",Más de 10.001 empleados ,Jornada completa,"['ABAP', 'IDoc', 'Módulo SAP SD', 'Planificación de recursos empresariales (ERP)', 'Resolución creativa de problemas', 'SAP BW', 'SAP ERP', 'SAP FI', 'SAP HANA', 'SOAP']",https://www.linkedin.com/jobs/view/3700030948/?eBP=CwEAAAGKs91FqhOE6XZqIOCMd8VIkjSVrqAJlrwpgPK05OqMVzAz9kta8UqH8N7XKXWlV38czuSLX88cC-wyWrUzuZ_s8tABOTV9Kl46wfhGON4bI0ANPSo55Y6uicxKQNoMmbx6bVuLjsRqubW0kntqaUe0peK0LaHyVG2m0b8rRBuFsCyApfsltude-245EbpCEvbf1DCMG8Mxey1Yo9AzkBVl5TFHl0VvqooQhCwochYYH5UMhyo17H8dDkgFmxTH6fUMNpBlYJ4ws1nqyA34E-cOG7lOk9lCBkyN5kTUQMrAEDRzlUombSrK7gmgqwtbEt3G6zDAaT7UXhOOnOEpsW9J36qLFWZk_klMLI6rmhsASi65-gz-N5fI4ZRZ681iJvl0YH6wVQ&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=Cff5%2FiggPWUlYbi5r7yhXQ%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Servicios y consultoría de TI,2023-09-20 00:00:00
Product Controller Associate - Securities Services Liquidity - Buenos Aires,JPMorgan Chase & Co.,"Buenos Aires, Provincia de Buenos Aires, Argentina",Más de 10.001 empleados ,Jornada completa,Dato no encontrado,https://www.linkedin.com/jobs/view/3718266750/?eBP=CwEAAAGKs91FqvTfq7S40KzJiuUyNdht19H55MJOH0G78m1Rdg7O5cqN_dvMu8OEh6nEOaoIokIGEOJy5EqXcEVTlQUWsoy5SoZ3PHjmf6R8ME1892m9A-ZGfRvUdfqKnGBe5OViEd2TCmLuRXDhPfRKuJNzr3qGRdov4Bh8O8K-38teHl0y4sg1ti7smpw9TsW4-GcOPVqeDvYpN7jB63B3IllRtPyzAzsjxSSso2_WA6o9UkZ-i9QqRgvKeCQ5RPCpLf2ykSBL3-lRyxUWk8JilYi5NFdVW9ZCpQVX8-hPaKHS86-aAowzcpYrPawQ4I1m0NhglC1gl8yCX7VtkGjsrwiDv_TWsIMSVKos9tdWAJZatqjRqRwsIZLyvNJIdr7fZaAZCKfIoQ&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=iz%2FEfFjTbmdjVh74tHF4DA%3D%3D&trk=flagship3_search_srp_jobs,Dato no encontrado, Servicios financieros,2023-09-20 00:00:00
Desarrollador NodeJs junior,IBM,"Buenos Aires, Provincia de Buenos Aires, Argentina ",Más de 10.001 empleados ,Jornada completa,"['SQL', 'Hojas de estilos en cascada (CSS)', 'Java']",https://www.linkedin.com/jobs/view/3683134112/?eBP=CwEAAAGKs91Fql1ssrLFbVqF7SyIEKI1blaAC99m3LG6uMx-MstpwDK15c0aiXwa1n2034QkCERoCoHkipY3p_0pUfGDQ02aaM1L-46B8dVWVXrjx0naqoG28zR7fU-TcK-NzSZQvmd8CduqTq4Y3T__FVNABa7y3TNzRj0cdiS99gCeeVw9pvfL_N7HAMiwmyfnhRuti5lMZyxebeuqE8ZVr3-EOm99UOGmGy3fE1sYVQH_fXdlFB-8BWEuQPZoFD3DIWY-bLgjHixIZCUNQbP8_iVMWm_p3PWy1cND6Mq6geqigX6O7Oy4-RZYzJgjzhGSvyLx-Ub1HZ_IrEj6tezWJUAiioHoRvhO4QK3RjFvN4KyemKNG-kbEuuxUV81vgMc5jKFj3rdN_B4&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=kTK6s9Xdc1JA%2FKcxfqidtQ%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Servicios y consultoría de TI,2023-09-20 00:00:00
Clinical Research Associate Contractor,Caidya,Argentina ,De 1.001 a 5.000 empleados ,Jornada completa · Sin experiencia,Dato no encontrado,https://www.linkedin.com/jobs/view/3723243105/?eBP=CwEAAAGKs91FqlxQnv5LqXkF7ayzhl39C-O8_n08GiCj5fgpKvsyDOVGI-DeXR0CHRhTlgTrc2-7QAxoFl_dOkhO8ggJLB-BHSMXtxDuBomvZlHPhLwPUICEmev9-9bnSzu2c37iOUtu1Wvm95b8RExF-Fhvz8CQ2OLs43H-7gMQ14N8gRDcredsmJBTiqYJEMxQsPoquY3skxXAyz9RWOQKXuZzcjWZzK6r0-Ax4O7xTAoqcVVvxrxanRP7BNT-_xJ6RmguNP0IYSk9VcIjv4kJGqa3M49ACgLQ8EaZyiu092POlJef5fVP1mdIH0NvLUVHemaPP3rpcb1enpq3nwBaFV97KfFIEPXvtGQzyWqxN1ZF4_e2VksrH5nGd7WVUxi7bPS5PLMkplzm3xM&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=dLH68H5F0xXQek%2B1cj6knA%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Investigación biotecnológica,2023-09-20 00:00:00
Clinical Research Project Coordinator,Medpace,Buenos Aires y alrededores ,De 5.001 a 10.000 empleados ,Jornada completa · Intermedio,Dato no encontrado,https://www.linkedin.com/jobs/view/3725003875/?eBP=CwEAAAGKs91Fqtus6VsiPlspKs24dCZG87m14d_8abMU-CtFT0LIWpdYT_ax7P_rc3wpyDzkyPR-oI0I6Yv8R3b-bjQb35MkznNqg1I07cuWRoYWMj8FfdrXszIDYCn6PZnvn_QQUjMF_k84K-MBb9rzu23ldWuz5j8OJ3VKVls4c3idulsdSoYwInnxDtRGTBUbYo0QSDUQx5yEc0ThR0aJA-O4TYMEojcAo7rr2b0-xq8su0R30ULdH7Y57MxCmGFKXJIWQAkGfBZcBzKI71in-uL3pSQhZ-xzJCwO9avvWHqIXQI_jom-kagW7QFIoHFWLRkluG9dI9GEJTDLbola4eiiCec-Cn67BzK-1ZJjNmAYvEQDhIeEvlhMcIHuseNmawxHvgblUPxG&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=7LYFnejwTaKhEahlFf7yPQ%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Fabricación de productos farmacéuticos,2023-09-20 00:00:00
District Representative III,ChampionX,"Comodoro Rivadavia, Chubut, Argentina",De 5.001 a 10.000 empleados ,Jornada completa,Dato no encontrado,https://www.linkedin.com/jobs/view/3723028087/?eBP=CwEAAAGKs91Fqm7HEuGUcK6cldqAsYBlSp4CuOS0GtPJZ-L2JhCWZBwI5ae7l6zY89VUj_NsNYDfjGgEgDgeg86pyuX7cQW7FG2UPX_a2745DNtluBY-M7zmWvWlnCFbxw7hPtL_YIuVefdItYLxaowMQckYeSk-cnFmiENBjn1MJjQSeybBd-Eao1VKn4UjRuG8SVGhgOKt7Eb-4tvSKT9f7aBrAf7bGAsVlUAuAGyM0_Cq7rhWIgFryvMdyTwcnVadVwHQuqsIHExr7KOeUbzz9G48CZW2AIX7WEiilKUe2Az6o5Q9hq_TIIzS3Qm_1_rstIIDkso9GhFgXz6iPKryOwKHwDv1IrBpfXZOSmNU3zgzguKof0W5fI26ivjXmqojnWYmnYZhjgpH&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=iorZ76PwsxfQ%2Fs9OzmLBpQ%3D%3D&trk=flagship3_search_srp_jobs,Dato no encontrado, Petróleo y gas,2023-09-20 00:00:00
Java Software Engineer III,JPMorgan Chase & Co.,"Buenos Aires, Provincia de Buenos Aires, Argentina",Más de 10.001 empleados ,Jornada completa,Dato no encontrado,https://www.linkedin.com/jobs/view/3718267533/?eBP=CwEAAAGKs91Fqo2fAMIPJjAYS3UYjKztgD0bs4QvWJDPXucdi5rY_B0a7Q39mIl4ftKpJlPa3qOcsmxo9f8j5lB_5jI6k0Evh5GeWAJ6UEZtr5efsFoE-nWyF-OwS5ECVeDsy4qWkjYcXVP-e9jR8zx-XsapocKKc-z0w7Tr2dPdLArD9VPjZ5rJQEsPchN75CESHPyUgfOIimzgJaUZz5tchw3pyXlN6UVVuYJ1cYTMLT3Knh0XS9n5qtUPUQqUZQ7om9w0azMUK6RJUj7P1IDeXpedFu7RIvKDSR86FcQImmbCGGxjQ52jHFmqxjZtbIcE0XcI1MA9QjZNNhbmC9tzelkW2ImFfUZZYld2lthD-CbNvXvPbqi0tSOSiT_Q3Pjr9eKV5PvCShLM&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=w3nftq6OO9PN02cIUejv6w%3D%3D&trk=flagship3_search_srp_jobs,Dato no encontrado, Servicios financieros,2023-09-20 00:00:00
Associate Product Owner - Identity and Access Management,JPMorgan Chase & Co.,"Buenos Aires, Provincia de Buenos Aires, Argentina",Más de 10.001 empleados ,Jornada completa,Dato no encontrado,https://www.linkedin.com/jobs/view/3719529423/?eBP=CwEAAAGKs91FqngPfR6_nwn63nRiKfne3yv8lfc4-IbzACJ6v-QA4xFw-MjKNqK55kyRqSqQmAmqvLIqFH_ozI7vGzR9efeSkYWzDgMcoGqPOamaK2tazdwuUNZ0dHeINxHO_GBekXWGXer03JDy4cM137CKq_Pe9PvFVETOHz0mN9G2Luyf220ZdxEuH_ZG0RDJA9l-UdWZbccQRxAJ3NaVllbpei45hhXLdIYV7aloAGWnkWyiOAGifNrSUMvr1J9ZM0B8o27FIef5AWrJpWHc7PXWxlE5f1G-5YZ49zrwJTRBjUd41CIY5WZuphmeaN3urJU_NTlIx_lswIOAwS2dnbAysGpihwb4Jra_Xlk_vfxC5u9P_gXp7NmwmgNSru35_yfB3y3b8iP5&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=ZdVLe%2FMi7vhqP1TqV7kRZg%3D%3D&trk=flagship3_search_srp_jobs,Dato no encontrado, Servicios financieros,2023-09-20 00:00:00
"AI Super Engineer, Skyvera (Remote) - $200,000/year USD",Crossover ,"Buenos Aires, Provincia de Buenos Aires, Argentina ",De 1.001 a 5.000 empleados ,Jornada completa · Director,Dato no encontrado,https://www.linkedin.com/jobs/view/3723014868/?eBP=CwEAAAGKs91Fqq3JgayartGTQcU2wfn6fqru9qz7IXDHa6tqwNYzn7RXGViOirk-tJGyky6RUHE4EmjnMkSiZMe2nLUa0oC9jislnbPLRBaKc-DQEVkTXRVTdD1HqcWRZ7CudxNlvLLbT6spmF74HeYWnW3b8w2ihzhZu7xXLz_Dl2wDsSLDME-BYZ7oHZ-laYuwXkHEvG0yRNbLRF3JJIa8HDbB3tUs2b48Z8P2hMiK0DCbL04w_u1YbIW8umMG6gYRzm3w6t2hiTu1B2ZBtwHuTifhjjITu-YKBwyMS5DPHTzyDFoZltVlEKKx-uZxHNRRCjkNhPf62QcLDEpMCECzOQ9cYS-9mNjdB34KgzVeYVGn3jzJ15zwavQIsBGf3m-yv6FXGGP2FyVt&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=eKInPP3xiTcDhLE7zZLIKw%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-19 00:00:00
Product Controller Associate - Internal Control & External Reporting - Buenos Aires,JPMorgan Chase & Co.,"Buenos Aires, Provincia de Buenos Aires, Argentina",Más de 10.001 empleados ,Jornada completa · Prácticas,Dato no encontrado,https://www.linkedin.com/jobs/view/3718265773/?eBP=CwEAAAGKs91FqmfHIsgmzzAfukiR17Cmb79-g_I1nUWsc8vmHdwVpvILxY9RL7TnYTcxOUMFzFy9b8trCNbjd9pwTgG9rdzcEUKoc3NwZzgu0TNiFGwe6XFJjAG0lMbWnnJRQy1hCEa9woUYWQHM2k0NSA3aqwWd-kPT4nsSd7AI1fyReG9YhRAEWSkQuDL-1bDEjmjdr5esoAChuJSMHehFusxaloX3fJb2TcH7SbZw-Gy4xdl3AHsHYvUwd3ymOBJec935sDK6vtnuKUoPe6mt9olNuPPPxIlEXAWyfeMjeGr5atdZZ0Zb3eiZMcV5EbDGjXHDfeGo7of8jrhUiV8f1zmErCXuQSAc5mkOZejtu6opwTzu132NylGbN3vjnnCID4TV--qwqmCa&refId=N9%2FI0rs47nn167ZRrKwg%2Fg%3D%3D&trackingId=IME6UyYw0eQB53yYWg3GSg%3D%3D&trk=flagship3_search_srp_jobs,Dato no encontrado, Servicios financieros,2023-09-20 00:00:00
"Chief Software Architect, gt.school (Remote) - $200,000/year USD",Crossover ,"Buenos Aires, Provincia de Buenos Aires, Argentina ",De 1.001 a 5.000 empleados ,Jornada completa · Director,Dato no encontrado,https://www.linkedin.com/jobs/view/3723016610/?eBP=CwEAAAGKs91Fqgp96eNWxJeYuNdJaRYUAz0mBo0SMHP9YjW_P_rMbphYp3d-vX4nWuL7-KjlBuyskuTvDXsu_qGWWHmzikZpcNvOnehzWqMARvwEHl5je8fTq-CBW1ary2QqPdqQEK37X9uXzS06R9q8Yc3oFmbMnKKQx4FpJebR4_4EGx5sGWe4NNMJUtS9r7z9fA0MUnq8Smqzmz_XWP5dr-s5dSZtK3O4y9ddBTq0n-BNA-ikKPZcCSF7D9963Py5nZDKUzVXYxVzXH4xBnb2PfmVfRmp1YdV7d_wECTHvFCcFGilGA8uKw9Rtg_zrL3Gqiv7vVnDBEiHd_0neYKpz_5BQ6Gc2B9q0r0NKkYrwVNpQI2ZJIzS6-3tKuOrW9gpkgaAdkBAMD41&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=5I8rM6ZqvCQWdvZPI%2Bh5ww%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-19 00:00:00
Backend Engineer (115000 MXN/Mes) [Remote],Listopro,Argentina ,De 11 a 50 empleados ,Jornada completa · Sin experiencia,Dato no encontrado,https://www.linkedin.com/jobs/view/3718290755/?eBP=CwEAAAGKs91FqoCxCuP6F6Fd7NYaNOJ-VefAtlYh0I1MmFSgUlp3T-bHEuATXSxwK_ANHccGgF0Qv9mC-dw674xf1OU0qXGy17qVqYEsGm8p0TlnL_9By9pseuZdJkQELSpnAuNwKDRQ6Zb3pDo0f-YyG5JsYFG6ekITJhNODoa9xZGRuoRqQOgK9yBM3UkEr6USXsEFK2mmKfQM1ZhJ6taEcXKmSjk0SvmTWEwp6ssTw55mDlfL3ObrpOhnU8wQPwboxvWGCkn8nhA-x8wnBAlp2MI-LYJ38Ol5H_GJY2F_Ura0-1K7uX7imRq1s9ZOZyHdhawlE55wbGxW26MEoFF8uDDR46fp2p5eqF4zQnL2HQGKqXgqhGw7iq0EpepgXphHuZcMEx2Aza5f&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=whp9CnJapA2XiUQYWykntQ%3D%3D&trk=flagship3_search_srp_jobs,En remoto," Tecnología, información e internet",2023-09-20 00:00:00
Talent Planning & Operations Manager,Accenture Argentina,"Buenos Aires, Provincia de Buenos Aires, Argentina ",Más de 10.001 empleados ,Jornada completa · Intermedio,Dato no encontrado,https://www.linkedin.com/jobs/view/3724729391/?eBP=CwEAAAGKs91FqqWuC7yB5FTNL1ZFSkR80elsuHaBWwlMvXnJ7ENXpuThbFOdZhnKbNuK1m3-d0oQ8-63KWJT0qFQHb8qWhRzPRPVhdfXqH_wQJQEL5MYGGE0IHS9K5rSuUiVhZJPLNOjPmOdVIuZJKMuzr85VR00Ol9BkB0_ChBdWdfSkKtHtVOsB_2WfWVHfkY1T0T33sa08tVwNtnm8bxJQjOpWaXL_zNepTiwVOdmbTP3OWufUPQNyrgIlu86Rf5ScXxF9l9C42fVK5rQboaX1HOGYKzlDlQYQTcEOqIny9N1Xzo1vrUOOLuiP4B2AWIWpXf8l7A2LYBaiw7rRb-Sk2UgDYHMlIvMj7oIMnU_tiHLsvkratX-iXIu80s_JU3pzxZ7b6r3rdFl&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=Xo4ge4JjcgxxCgckqYg2EA%3D%3D&trk=flagship3_search_srp_jobs,Híbrido, Consultoría y servicios a empresas,2023-09-20 00:00:00
Argentina Solutions Architect,Amazon Web Services (AWS),"Buenos Aires, Provincia de Buenos Aires, Argentina ",Más de 10.001 empleados ,Jornada completa,"['Bases de datos', 'Administración de las tecnologías de la información', 'Amazon Web Services (AWS)', 'Aplicaciones distribuidas', 'Arquitectura de datos', 'Arquitectura de soluciones', 'Arquitectura técnica', 'Infraestructura en la nube', 'Networking', 'Preventas']",https://www.linkedin.com/jobs/view/3684474793/?eBP=CwEAAAGKs91FqgpesKwEVZiViu47iM1xlxyWdq-xVUyLGS-C-Q1NlGrY3FYvog5tAGzqKbVIaUBHQF7wEJVHEx3UuG7T7uujV_c2F3recbGaGfc4TFOzPGlcVTs6GFASH6tzRm28HpC31rDlJMkyWfy45ZALvSi2EgWrRhu-TvAU-lYjWB69mIoojbgI50AjdlFBK_qvX5ISvbGS38SpWq6HXXEc-Zoq98BJDlWAzvwz6FX2qF1Pkn6yI7tCcnX3eVbLda5FzW_q-LMgz2_XbG0LG_v45nJ-iDIARefXEse49WFLltI08jekxLslbICWmIqLXF6ivAKbHDAt8cq0iJF8OlMxKN8AsPR0xefnpcK1TDUEr8an-hofviFSv_c603tJ4nGuGnjapheW&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=MtixuT9iV3jTHM9AOXzmEQ%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Servicios y consultoría de TI,2023-09-20 00:00:00
Analista de Riesgo Industrial,Aon,"Buenos Aires, Provincia de Buenos Aires, Argentina",Más de 10.001 empleados ,Jornada completa · Algo de responsabilidad,Dato no encontrado,https://www.linkedin.com/jobs/view/3724671018/?eBP=CwEAAAGKs91FqqpYr6zEqVo4IoprGxrxOsj6CSo5MukkAeleeXpEIPT-o0TrRsie7_vX-InwxmGJ4uEOrh957mnrQVY1jWeqEKvyDqKi55SkIgesYKfERAGHYWHbVUiGnD9UUphy11LQ96LXGE1bTDZRSNhZzbHH1jblytlFKfZ888E3-83o4PZzKIshRSklyctDIl8xvWfH-QmGzrc8h-fXGcvXEfoZCVgHHgQQV4b3SltZHa9tidhA8B1VoS8IBc9sfNNJEcKFB3OD8fiUlBTu0K20N__AectD2c_-0bM_jeHW2p8NE-nVoYS7CMpBKRybpIYYClb0G5LiUTafsWpboTpI6GVHFNbJci08eliC0CQEbnyXbuT9LsDVeVf39NUu0HQtSRZq3qm5&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=GhuaiOoQYtk1EBkZumW8eg%3D%3D&trk=flagship3_search_srp_jobs,Dato no encontrado, Servicios financieros,2023-09-19 00:00:00
Full Stack .Net Core,IBM,"Buenos Aires, Provincia de Buenos Aires, Argentina ",Más de 10.001 empleados ,Jornada completa,"['Programación', '.NET Framework', 'Desarrollo de aplicaciones', 'Desarrollo de software', 'Diseño detallado', 'Entorno Agile', 'Gestión de arquitectura empresarial', 'Jest', 'Traducción', 'Transformación digital']",https://www.linkedin.com/jobs/view/3713492190/?eBP=CwEAAAGKs91Fqg7LhlvpJ7FBPHAWsblc6WDfrmoBWA7Sz_-EJqnwa1b40S7cH4YoiNl3i95hMRIDBAUVMGdOgqrLp9m7i2NAp9uMbuGAS0mKRZyWylJCuCzoU3PfOZPguKuf6d2DiOszsAwUt1U9hVGw5OVXRK2CArG7Mvj0l6XGkEoVePhpws3GihcvnSFl4ShctjqQSl1zRb6jbvbrxpM-ELzkN-D4RR0hHyt4RX_A8WKI7O3uXK8_scYV7r_uJ1l1bWh_HJyyBk1k_AbQgwhlyCep4Ej58YMi8KaSQf_JUNhuqJZoZz5pLOOOzPcq8BC8KCeJ7a1t9XqqnWL7-ZvfZIZOkYG7ScyyZCtp8Q7lecOGjLswEq8aOWoj9u36o4KCh0tCZamRU2pV&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=VRdMqDiyAwiCdG8LcCCgKg%3D%3D&trk=flagship3_search_srp_jobs,Presencial, Servicios y consultoría de TI,2023-09-20 00:00:00
Salesforce Solutions Architect,EPAM Systems,Argentina ,Más de 10.001 empleados ,Jornada completa · Intermedio,"['Bases de datos', 'Análisis de marketing', 'Base de datos relacional', 'Computación en la nube', 'Desarrollo Salesforce.com', 'Herramientas de automatización de pruebas', 'Marketing automatizado', 'Marketing en la nube', 'Salesforce Marketing Cloud', 'Salesforce.com']",https://www.linkedin.com/jobs/view/3703624199/?eBP=CwEAAAGKs91Fq0HF_ybpOyklvMyRR1vJii0UY1LhXrtzUTpbE1XSEebDB_mZW3sz87a8C_GwbFGcbzOCiUtc4tFz0w4e0MJ6oCbsONhfrkWdkcrKIhvXP3EwShtX6rtC73LPL1hAQ2UZ5jiywSOf7fiXjIiN0yA5-QafPxlI7LrGfHqGSXYQhMCS2Np6Ol7bV_yJhT65R7bGEhM7beEoWCiL2BFaj7PU-6n8TypCsyTr8enYP7O7g9X4k67ZyyI-b54pdQ9kP2RckXxQlYyPTo7nOL4t6XdC9yJLDJvAahns3NTpnHzU4cl1eKzSTd2BA846x3Q5GS61e_eQUHwR9Mlfm_Eh7OQnbLqDRqASkzE4q8GlJRzjuRkOA01jOT3gm54G-chIdSIDYz13&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=d8hmWBCsNfv3vB1jswcHkQ%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-20 00:00:00
"AI Developer, Skyvera (Remote) - $200,000/year USD",Crossover ,"Buenos Aires, Provincia de Buenos Aires, Argentina ",De 1.001 a 5.000 empleados ,Jornada completa · Director,Dato no encontrado,https://www.linkedin.com/jobs/view/3723013971/?eBP=CwEAAAGKs91FqxeI7S5E4YB8YHdjYCbLaw36rAOEDWmrElf7fVWZL9ntI8UCQwpi2RXwr23kCM3SIQvmlSUoAeuo7lJoMMTyd2yhMfNVWQwFfO3TIJWi42ecWOiFDHthlaihhqciU7LIx8pI4qw32Q9ChSFpSVUNlagJ0zdIqaRUzvv8HOqSKbFiyWDZZ187uZlIGNlxrxd93343hnvxya0kDaLKt6m0fKQF2-um6qPjzOdI1SXtdkeQuGSwEU0XEgltPLnqmfgTkzscWnRlI_ZbvgYUyY3pxVzQit8xO87MyALaW_RCWGWEPpY6IGDJd4CleAR8D0P7pcAWT_2GoGYTokKVwoB_Q1xkXq_qiT7aWIErd19fwF7iRam6n1M2c94SrGDghacyLh3705A&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=DdeTWFf5bPOBU7Xr85dh4w%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-19 00:00:00
"Game Developer, gt.school (Remote) - $100,000/year USD",Crossover ,"Buenos Aires, Provincia de Buenos Aires, Argentina ",De 1.001 a 5.000 empleados ,Jornada completa · Intermedio,Dato no encontrado,https://www.linkedin.com/jobs/view/3723016705/?eBP=CwEAAAGKs91Fq2fZe93oigivVtfuL_9OfFxhgP8E0Kt5qd8Mqi6rIFcPvGXJpHLCFnez1o1wRxc-D8kCtgOv7lLuwncJYg7Vpml6zaDGoPSksn1Y-9VQq2VDVhfo1wLv9ZdnGN8FEd0Mc0t_zweeOivibvoktSPlJTiDxxe1OGrnnxGVWEM3ajXidTVIInfbKc1plSTCCjSZiy1rNGt3Hj4iN1eimXThiUaexI5GmEp27m6f4R-G3b-jREeyftXOJHKWI2oi9yB4gj6iHEfLruDoEGveAF4wOyC7uVsavigVTPJ-0oZA0kOcLJBis2qeMSLE2ENrCX_8W_Aqoj4N2T7toDPVseKi8A0UasgM4z5Bk5ctGcsWHYh_HNFObKN5Ge3rH15x3hkIILgg&refId=lMWM%2BWMu0hsVzdz%2BVRM3vw%3D%3D&trackingId=UT1dE3V%2BmxC9fLbltBtU9A%3D%3D&trk=flagship3_search_srp_jobs,En remoto, Servicios y consultoría de TI,2023-09-19 00:00:00
